标题,播放次数,评论人数,时长,收藏人数,发布时间,视频截图,视频播放地址
交通事故合集20180316：每天10分钟最新国内车祸实例，助你提高安全意识。,64659,351,10:53,91,2018-03-17 12:06:17,//i0.hdslb.com/bfs/archive/d9d529e8c3be0e060d769b0d58d17401bce1160e.jpg,https://www.bilibili.com/video/av20867531
中国交通事故合集20170810：每天10分钟最新的国内车祸实例，助你提高安全意识。,93562,480,10:18,83,2017-08-11 12:29:31,//i0.hdslb.com/bfs/archive/0363e66571475c1c19e98e037acc49e91f202b12.jpg,https://www.bilibili.com/video/av13225496
交通事故合集20180816：每天10分钟国内车祸实例，助你提高安全意识。,81102,592,10:39,139,2018-08-17 09:30:22,//i1.hdslb.com/bfs/archive/07b8c99512c06b1023c44bf256c85c40c84b86cf.jpg,https://www.bilibili.com/video/av29558190
中国交通事故合集20170503：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,122174,1445,11:06,710,2017-05-04 15:08:09,//i1.hdslb.com/bfs/archive/a99dd10c866cf1f50cc62ab1e444c969edb04fb1.jpg,https://www.bilibili.com/video/av10300863
中国交通事故合集20170502：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,87144,698,10:40,87,2017-05-03 12:40:38,//i0.hdslb.com/bfs/archive/36a9c27d323d302c05bceeb05564929ccf3baad2.jpg,https://www.bilibili.com/video/av10278558
中国交通事故合集20170501：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,88565,638,10:39,99,2017-05-02 12:37:53,//i2.hdslb.com/bfs/archive/f450ffeda3c28b62758c23cbb991f4c8ecd3c0d3.jpg,https://www.bilibili.com/video/av10255957
中国交通事故合集20170430：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,97929,920,10:26,109,2017-05-01 12:28:02,//i0.hdslb.com/bfs/archive/e22035845c551985553004e92371228af03e91c3.jpg,https://www.bilibili.com/video/av10228617
中国交通事故合集20180208：每天10分钟最新国内车祸实例，助你提高安全意识。,80107,650,11:24,99,2018-02-09 11:30:24,//i2.hdslb.com/bfs/archive/f59a3210d80a7721f57bc753984b42105e14b8be.jpg,https://www.bilibili.com/video/av19346554
中国交通事故20190122：每天最新的车祸实例，助你提高安全意识,134035,540,08:15,307,2019-01-23 12:00:32,//i0.hdslb.com/bfs/archive/93b3cf67e2494be01ce16d30683ad6952346abf9.jpg,https://www.bilibili.com/video/av41436590
交通事故合集20180510：每天10分钟国内车祸实例，助你提高安全意识。,67999,320,11:02,100,2018-05-11 10:09:09,//i0.hdslb.com/bfs/archive/6baab4d99eb23ca5e9dfc357c7b3b8fe9b05218a.jpg,https://www.bilibili.com/video/av23271746
中国交通事故20190217：每天最新的车祸实例，助你提高安全意识,141069,597,09:06,259,2019-02-18 09:30:00,//i1.hdslb.com/bfs/archive/4d3ac66e52f9edb7393768ad96ce68b463ca9004.jpg,https://www.bilibili.com/video/av43921515
交通事故合集20180907：每天10分钟国内车祸实例，助你提高安全意识。,69026,191,10:14,92,2018-09-08 09:30:29,//i1.hdslb.com/bfs/archive/523a99e668ac6f2cad450c3e6a67e8b9a1072e6b.jpg,https://www.bilibili.com/video/av31282944
中国交通事故20190527：每天最新的车祸实例，助你提高安全意识,124212,655,08:10,259,2019-05-28 11:32:07,//i1.hdslb.com/bfs/archive/ff566e8978d54b2634d42507f18ebdf8a3922a01.jpg,https://www.bilibili.com/video/av53841996
中国交通事故20190526：每天最新的车祸实例，助你提高安全意识,145633,763,08:05,336,2019-05-27 10:40:14,//i0.hdslb.com/bfs/archive/b4481a1310c502a2902919cd9762cfdbe41e068e.jpg,https://www.bilibili.com/video/av53743314
Deja Vu逮虾户2018(三)：来自王者的蒂花之秀！,615135,476,04:10,5306,2018-12-20 09:30:39,//i2.hdslb.com/bfs/archive/bc1fd1d6bcecac285b98a7eabdd1fd52a1500b85.jpg,https://www.bilibili.com/video/av38544576
交通事故合集20181128：每天10分钟国内车祸实例，助你提高安全意识。,90723,402,09:39,173,2018-11-29 09:30:04,//i1.hdslb.com/bfs/archive/9d8158a153b5fc195bf47181a92ebcd2a8a39562.jpg,https://www.bilibili.com/video/av36978260
交通事故合集20180414：每天10分钟国内车祸实例，助你提高安全意识。,78726,664,10:41,266,2018-04-15 14:07:53,//i1.hdslb.com/bfs/archive/2511d61809ff248d70d75103532c8e7cc854bda9.jpg,https://www.bilibili.com/video/av22119378
交通事故合集20180617：每天10分钟国内车祸实例，助你提高安全意识。,70681,350,10:34,83,2018-06-18 08:25:30,//i2.hdslb.com/bfs/archive/a7a53cf70caa41811461eee247d240cdd6dc8785.jpg,https://www.bilibili.com/video/av25117319
中国交通事故合集20170113：每天10分钟最新的国内外事故实例，助你提高安全意识。,68871,238,10:39,105,2017-01-14 08:56:56,//i0.hdslb.com/bfs/archive/9459cbaa626a79953df1626829a139366e37c062.jpg,https://www.bilibili.com/video/av7999005
中国交通事故合集20171013：每天10分钟最新的国内车祸实例，助你提高安全意识。,80447,435,10:43,118,2017-10-14 12:02:32,//i2.hdslb.com/bfs/archive/e97fa4bfd704e4643242dec71562a5ae0f073f10.jpg,https://www.bilibili.com/video/av15375598
中国交通事故合集20170710：每天10分钟最新的国内车祸实例，助你提高安全意识。,88809,573,11:01,90,2017-07-11 14:43:48,//i1.hdslb.com/bfs/archive/861fb8767099987d7744eaf2b932696e8caceb64.jpg,https://www.bilibili.com/video/av12093477
交通事故合集20180315：每天10分钟最新国内车祸实例，助你提高安全意识。,61041,556,10:03,108,2018-03-16 10:58:57,//i2.hdslb.com/bfs/archive/cdf2a542e1158bce039133fecc4d3be9d5f9c90b.jpg,https://www.bilibili.com/video/av20822513
中国交通事故合集20170809：每天10分钟最新的国内车祸实例，助你提高安全意识。,102625,610,10:45,98,2017-08-10 12:18:46,//i0.hdslb.com/bfs/archive/9307895fafc38868e5cb422c4ceca97e76e7ae48.jpg,https://www.bilibili.com/video/av13184679
交通事故合集20180815：每天10分钟国内车祸实例，助你提高安全意识。,75506,486,10:26,171,2018-08-16 09:30:34,//i2.hdslb.com/bfs/archive/cfd73cc1d828b0cc0d04737bd1b2320bede8741c.jpg,https://www.bilibili.com/video/av29467591
中国交通事故合集20170219：每天10分钟最新的国内外事故实例，助你提高安全意识。,96239,652,10:49,216,2017-02-20 11:34:05,//i1.hdslb.com/bfs/archive/301e6b30d5a49d7ef59c4b4fe3a4e3d12e1ef115.jpg,https://www.bilibili.com/video/av8724319
交通事故合集20180717：每天10分钟国内车祸实例，助你提高安全意识。,73955,551,10:22,122,2018-07-18 10:00:58,//i1.hdslb.com/bfs/archive/f2665cee13ce3a1dfd4d2140599d08980f4aa66d.jpg,https://www.bilibili.com/video/av27107847
中国交通事故合集20170605：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,92424,678,11:20,111,2017-06-06 11:27:03,//i1.hdslb.com/bfs/archive/6f605c30df4f2f08e97526da0cc3fde4fe32d547.jpg,https://www.bilibili.com/video/av11108884
中国交通事故合集20170429：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,84791,817,10:46,104,2017-04-30 18:15:06,//i0.hdslb.com/bfs/archive/8c6b2e3b44e5304ba7cebab747aaef1e30cc9a0d.jpg,https://www.bilibili.com/video/av10207421
中国交通事故合集20180207：每天10分钟最新国内车祸实例，助你提高安全意识。,86383,359,10:50,117,2018-02-08 14:55:09,//i2.hdslb.com/bfs/archive/db7584dd15773a15c8eae40f9cea5cf54da7b352.jpg,https://www.bilibili.com/video/av19305244
中国交通事故20190121：每天最新的车祸实例，助你提高安全意识,137562,512,09:22,190,2019-01-22 11:30:40,//i2.hdslb.com/bfs/archive/56f3f6794690377a58631541cada889e882da4cd.jpg,https://www.bilibili.com/video/av41357554
交通事故合集20180509：每天10分钟国内车祸实例，助你提高安全意识。,70511,596,10:56,101,2018-05-10 10:44:31,//i2.hdslb.com/bfs/archive/f64a6e39716303f525d650ab2897451ab39fcb65.jpg,https://www.bilibili.com/video/av23228439
中国交通事故20190216：每天最新的车祸实例，助你提高安全意识,125565,527,08:27,191,2019-02-17 12:20:15,//i2.hdslb.com/bfs/archive/90f2dc21ba0a025041cbcf9df68f75221da98644.jpg,https://www.bilibili.com/video/av43812866
交通事故合集20180906：每天10分钟国内车祸实例，助你提高安全意识。,116490,515,10:08,165,2018-09-07 09:30:45,//i0.hdslb.com/bfs/archive/8aff83680657a992571c6f76ebf962d76d4f1448.jpg,https://www.bilibili.com/video/av31226774
中国交通事故20190525：每天最新的车祸实例，助你提高安全意识,153163,908,07:10,408,2019-05-26 10:11:25,//i0.hdslb.com/bfs/archive/e26031d96f0450eaba51d8781b5d3c84ad03bb4a.jpg,https://www.bilibili.com/video/av53622436
中国交通事故合集20161223：每天10分钟最新的国内外事故实例，助你提高安全意识。,59904,124,11:00,248,2016-12-26 15:58:12,//i0.hdslb.com/bfs/archive/286937898b09befef2b10e8c2a4a26393221bc49.jpg,https://www.bilibili.com/video/av7707342
中国交通事故20181218：每天最新的车祸实例，助你提高安全意识。,144296,376,08:41,226,2018-12-19 11:55:37,//i2.hdslb.com/bfs/archive/1ca233ce9ec45f9830aff015c6ac203be209d994.jpg,https://www.bilibili.com/video/av38483175
交通事故合集20181127：每天10分钟国内车祸实例，助你提高安全意识。,87529,406,09:28,163,2018-11-28 09:30:18,//i2.hdslb.com/bfs/archive/679c0a416b6a9a36e3dad93fcfabee962f2a08f8.jpg,https://www.bilibili.com/video/av36909358
交通事故合集20180413：每天10分钟国内车祸实例，助你提高安全意识。,69082,350,10:36,105,2018-04-14 12:21:06,//i2.hdslb.com/bfs/archive/79f1e9bb3dddf9099f0874131cb2fedef1e9e879.jpg,https://www.bilibili.com/video/av22066270
交通事故合集20180616：每天10分钟国内车祸实例，助你提高安全意识。,74654,433,11:06,111,2018-06-17 10:00:33,//i2.hdslb.com/bfs/archive/7607b3732c17f408ff3e5216ad1c830e5d684edf.jpg,https://www.bilibili.com/video/av25042025
中国交通事故合集20170112：每天10分钟最新的国内外事故实例，助你提高安全意识。,64582,268,10:34,101,2017-01-13 09:04:02,//i0.hdslb.com/bfs/archive/69a5c772dcd013f82dc74846263fc38627cd91a5.jpg,https://www.bilibili.com/video/av7981471
中国交通事故合集20171011：每天10分钟最新的国内车祸实例，助你提高安全意识。,79309,578,11:30,200,2017-10-12 12:14:31,//i0.hdslb.com/bfs/archive/7c7f2dfbbffbac48424c52d871c9dcbbc7ae84c6.jpg,https://www.bilibili.com/video/av15316641
中国交通事故合集20170709：每天10分钟最新的国内车祸实例，助你提高安全意识。,89659,773,12:40,120,2017-07-10 13:43:12,//i1.hdslb.com/bfs/archive/37edaade656fa0097ef2e26144a6afb2c46d1dbb.jpg,https://www.bilibili.com/video/av12061537
交通事故合集20180314：每天10分钟最新国内车祸实例，助你提高安全意识。,73075,470,10:51,118,2018-03-15 10:27:06,//i1.hdslb.com/bfs/archive/1bd19803ca4c7d4f01ca65324412999663e75f86.jpg,https://www.bilibili.com/video/av20785423
中国交通事故合集20170808：每天10分钟最新的国内车祸实例，助你提高安全意识。,93316,554,10:37,106,2017-08-09 13:38:19,//i2.hdslb.com/bfs/archive/b77d33e6c6c0d789ec97607e2fe1b144af46e622.jpg,https://www.bilibili.com/video/av13140200
交通事故合集20180814：每天10分钟国内车祸实例，助你提高安全意识。,74863,425,10:15,125,2018-08-15 09:30:07,//i1.hdslb.com/bfs/archive/75f934a691ab354808277e0d310f37961e0060d1.jpg,https://www.bilibili.com/video/av29374973
中国交通事故合集20170218：每天10分钟最新的国内外事故实例，助你提高安全意识。,81260,393,10:47,135,2017-02-19 11:29:18,//i2.hdslb.com/bfs/archive/6ecab04279a2eeda408f6cd5e86e69ce69864d99.jpg,https://www.bilibili.com/video/av8703807
交通事故合集20180716：每天10分钟国内车祸实例，助你提高安全意识。,96770,506,10:37,112,2018-07-17 10:10:16,//i2.hdslb.com/bfs/archive/9eba760a9788b72f96f0306fb076aa607f43e80e.jpg,https://www.bilibili.com/video/av27036671
中国交通事故合集20170604：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,99686,896,12:39,293,2017-06-05 14:11:21,//i0.hdslb.com/bfs/archive/7f1dccd9b024adfe86ad3ed40bcc192ff1aa3d0e.jpg,https://www.bilibili.com/video/av11086619
中国交通事故合集20170428：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,86359,600,11:28,90,2017-04-29 11:59:58,//i1.hdslb.com/bfs/archive/ed5becb74adb0b7839d78109d8a94a99fa2c126d.jpg,https://www.bilibili.com/video/av10171410
中国交通事故合集20180206：每天10分钟最新国内车祸实例，助你提高安全意识。,83389,431,10:36,130,2018-02-07 11:37:25,//i1.hdslb.com/bfs/archive/bbe0bd75f71fc996ddc2f2e8c005dc3b46e857cf.jpg,https://www.bilibili.com/video/av19252416
中国交通事故20190120：每天最新的车祸实例，助你提高安全意识,124848,439,07:36,168,2019-01-21 10:30:57,//i2.hdslb.com/bfs/archive/9478ada146f23e242e24c470f7215f509095217a.jpg,https://www.bilibili.com/video/av41270277
交通事故合集20180508：每天10分钟国内车祸实例，助你提高安全意识。,72990,748,10:56,127,2018-05-09 10:05:27,//i1.hdslb.com/bfs/archive/dd78dab32be4d4e9e0e6441529ee34e315bde48c.jpg,https://www.bilibili.com/video/av23184976
中国交通事故20190215：每天最新的车祸实例，助你提高安全意识,130850,608,08:15,270,2019-02-16 12:50:18,//i2.hdslb.com/bfs/archive/a60bd6a54bc98fbd931de213b97e1a8a04095cd4.jpg,https://www.bilibili.com/video/av43711653
交通事故合集20180905：每天10分钟国内车祸实例，助你提高安全意识。,74739,423,10:17,159,2018-09-06 09:30:29,//i1.hdslb.com/bfs/archive/c3b8357b4201448c7cb6dcf7444053307795e2c4.jpg,https://www.bilibili.com/video/av31164772
中国交通事故20190524：每天最新的车祸实例，助你提高安全意识,145139,551,08:28,238,2019-05-25 13:13:15,//i2.hdslb.com/bfs/archive/699337bc71bbb669d2f2e5f993d5a69e2a9965e5.jpg,https://www.bilibili.com/video/av53515484
中国交通事故合集20161221：每天10分钟最新的国内外事故实例，助你提高安全意识。,63252,68,10:20,120,2016-12-25 17:40:40,//i2.hdslb.com/bfs/archive/707c3d203b807761f3c26545136b791a36145060.jpg,https://www.bilibili.com/video/av7694651
中国交通事故20181217：每天最新的车祸实例，助你提高安全意识。,93364,311,07:38,146,2018-12-18 14:00:27,//i2.hdslb.com/bfs/archive/b1df03f68187bdf5b397009f40e38655f66da195.jpg,https://www.bilibili.com/video/av38414915
交通事故合集20181126：每天10分钟国内车祸实例，助你提高安全意识。,74763,338,08:19,104,2018-11-27 11:45:38,//i2.hdslb.com/bfs/archive/604675015115fc10c40fa56ddf2baf5003f9e9a1.jpg,https://www.bilibili.com/video/av36858835
交通事故合集20180412：每天10分钟国内车祸实例，助你提高安全意识。,80389,744,10:57,184,2018-04-13 11:18:54,//i2.hdslb.com/bfs/archive/1d4175ae743c654b4887c84e3adf723036b50d95.jpg,https://www.bilibili.com/video/av22019268
交通事故合集20180615：每天10分钟国内车祸实例，助你提高安全意识。,79654,291,10:16,98,2018-06-16 12:17:44,//i1.hdslb.com/bfs/archive/70c7c08c539592134f3b318a941de78b6c1701f7.jpg,https://www.bilibili.com/video/av24991015
中国交通事故合集20170111：每天10分钟最新的国内外事故实例，助你提高安全意识。,74037,329,10:46,139,2017-01-12 08:57:38,//i2.hdslb.com/bfs/archive/188480ed38db4ab05f9baaf61fce10ad4be5b397.jpg,https://www.bilibili.com/video/av7965518
中国交通事故合集20171010：每天10分钟最新的国内车祸实例，助你提高安全意识。,81510,583,12:04,129,2017-10-11 12:34:36,//i2.hdslb.com/bfs/archive/83457c4d481040890c18a2825d8b7471561b432e.jpg,https://www.bilibili.com/video/av15290608
中国交通事故合集20170707：每天10分钟最新的国内车祸实例，助你提高安全意识。,93002,998,13:15,226,2017-07-08 13:40:04,//i2.hdslb.com/bfs/archive/188959ce592aa66a8196a3a1a47f1318662335c5.jpg,https://www.bilibili.com/video/av11999604
交通事故合集20180313：每天10分钟最新国内车祸实例，助你提高安全意识。,58210,228,10:37,71,2018-03-14 11:10:55,//i1.hdslb.com/bfs/archive/5daac0d6e46f8332c32e2d5f552f2e6ee61b9a99.jpg,https://www.bilibili.com/video/av20749024
中国交通事故合集20170807：每天10分钟最新的国内车祸实例，助你提高安全意识。,84701,491,10:06,92,2017-08-08 12:26:38,//i1.hdslb.com/bfs/archive/14d3c5aa47ff54286a1fbc913c34e1d9afc4667f.jpg,https://www.bilibili.com/video/av13098481
交通事故合集20180813：每天10分钟国内车祸实例，助你提高安全意识。,88570,448,10:42,231,2018-08-14 09:30:57,//i1.hdslb.com/bfs/archive/01f02742649b54fec4870964edd02eaeafb87b45.jpg,https://www.bilibili.com/video/av29287802
中国交通事故合集20170217：每天10分钟最新的国内外事故实例，助你提高安全意识。,--,799,11:06,90,2017-02-18 14:31:21,//i1.hdslb.com/bfs/archive/cca5766e32453e1853153ba8e94f88915b849add.jpg,https://www.bilibili.com/video/av8683724
交通事故合集20180715：每天10分钟国内车祸实例，助你提高安全意识。,81172,362,10:09,99,2018-07-16 10:00:08,//i0.hdslb.com/bfs/archive/65ebee818c0cbf5b877fededa89546d554c7dfa7.jpg,https://www.bilibili.com/video/av26956687
中国交通事故合集20170603：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,104520,802,12:08,223,2017-06-04 14:22:22,//i1.hdslb.com/bfs/archive/97daa882b24edd0ce9d527e21c22910491c03c28.jpg,https://www.bilibili.com/video/av11062318
中国交通事故合集20170427：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,80354,526,11:08,105,2017-04-28 12:11:13,//i1.hdslb.com/bfs/archive/41fdc8babecd5e3ca98ca2816e8b1c291573be7f.jpg,https://www.bilibili.com/video/av10147171
中国交通事故合集20180205：每天10分钟最新国内车祸实例，助你提高安全意识。,75711,478,10:49,73,2018-02-06 11:54:35,//i1.hdslb.com/bfs/archive/f62bc75e2178dca64be81cfe6af2d082df40553e.jpg,https://www.bilibili.com/video/av19206717
"中国路怒合集2019（二） : 打赢坐牢, 打输住院!",151815,1032,06:50,375,2019-01-20 09:30:58,//i1.hdslb.com/bfs/archive/35e484bc2b62197d6cc6a1310c70e38ddc030027.jpg,https://www.bilibili.com/video/av41133310
交通事故合集20180507：每天10分钟国内车祸实例，助你提高安全意识。,83710,527,10:58,142,2018-05-08 09:49:22,//i1.hdslb.com/bfs/archive/93cca70b9d6f8cc63faaeff6c5bf76560bb28363.jpg,https://www.bilibili.com/video/av23142701
交通事故合集20180904：每天10分钟国内车祸实例，助你提高安全意识。,76154,490,10:16,112,2018-09-05 09:30:04,//i2.hdslb.com/bfs/archive/be8032730be412edee985b38bb8ff857734f2812.jpg,https://www.bilibili.com/video/av31105173
中国交通事故20190523：每天最新的车祸实例，助你提高安全意识,180897,766,07:59,586,2019-05-24 12:10:55,//i1.hdslb.com/bfs/archive/6ea007219a8a89a7aba225f25f8242b56fe1d536.jpg,https://www.bilibili.com/video/av53412893
中国交通事故合集20161220：每天10分钟最新的国内外事故实例，助你提高安全意识。,63589,43,10:54,190,2016-12-25 15:38:10,//i0.hdslb.com/bfs/archive/228c168bef199cfac5dfb3adab4418b91708aace.jpg,https://www.bilibili.com/video/av7692315
"中国路怒合集201812: 打赢坐牢, 打输住院!",227525,615,07:04,950,2018-12-18 09:30:50,//i1.hdslb.com/bfs/archive/d7d2ddead3ae26c454910eeaeb2b4ee0a014a358.jpg,https://www.bilibili.com/video/av38414356
交通事故合集20181125：每天10分钟国内车祸实例，助你提高安全意识。,109064,416,09:17,203,2018-11-26 09:30:56,//i2.hdslb.com/bfs/archive/1a6a157b1899ad2f4c41eacaf06f970188d6b88d.jpg,https://www.bilibili.com/video/av36778576
交通事故合集20180411：每天10分钟国内车祸实例，助你提高安全意识。,70404,475,11:50,80,2018-04-12 10:53:28,//i2.hdslb.com/bfs/archive/5757c0f222031c4d74b7dfffca51009480ee9b76.jpg,https://www.bilibili.com/video/av21979078
交通事故合集20180613：每天10分钟国内车祸实例，助你提高安全意识。,79818,462,10:40,104,2018-06-14 10:00:31,//i2.hdslb.com/bfs/archive/2a4c612ecca89cd285e3c80193aeb9eec64b9a42.jpg,https://www.bilibili.com/video/av24842587
中国交通事故合集20170110：每天10分钟最新的国内外事故实例，助你提高安全意识。,93595,366,10:45,218,2017-01-11 08:49:48,//i0.hdslb.com/bfs/archive/fdf1201b081c8fc5d8c9bb3ee19c67c8ae35985b.jpg,https://www.bilibili.com/video/av7950371
中国交通事故合集20171009：每天10分钟最新的国内车祸实例，助你提高安全意识。,69456,522,11:09,88,2017-10-10 11:56:08,//i2.hdslb.com/bfs/archive/5952a27274087c1c02695cb9c35e876daf464a2f.jpg,https://www.bilibili.com/video/av15262769
中国交通事故合集20170706：每天10分钟最新的国内车祸实例，助你提高安全意识。,87760,718,10:32,121,2017-07-07 12:11:48,//i0.hdslb.com/bfs/archive/49b6d6a9a6f832aab7bff504294255dd07ce3e18.jpg,https://www.bilibili.com/video/av11965228
跑车超跑事故集锦SUPER CAR20180312,184310,367,10:37,632,2018-03-13 20:01:17,//i1.hdslb.com/bfs/archive/c0665cd4174e3efb6172b50288054e76b733486d.jpg,https://www.bilibili.com/video/av20730543
中国交通事故合集20170806：每天10分钟最新的国内车祸实例，助你提高安全意识。,92693,636,10:38,106,2017-08-07 12:08:06,//i0.hdslb.com/bfs/archive/9f102aec20c62866c381bc5057781768e53ff79d.jpg,https://www.bilibili.com/video/av13058879
交通事故合集20180812：每天10分钟国内车祸实例，助你提高安全意识。,89134,545,10:47,154,2018-08-13 09:30:08,//i0.hdslb.com/bfs/archive/acc66ed7e82d4f0f686c2462288fdff87b699a69.jpg,https://www.bilibili.com/video/av29194195
中国交通事故合集20170216：每天10分钟最新的国内外事故实例，助你提高安全意识。,79771,432,11:37,111,2017-02-17 12:11:34,//i2.hdslb.com/bfs/archive/3d0d3f9ce80507b57acdbd8757194520e6d0e08b.jpg,https://www.bilibili.com/video/av8662860
中国路怒合集201807：打赢坐牢，打输住院！,240548,1024,05:18,405,2018-07-15 14:56:17,//i1.hdslb.com/bfs/archive/04095c9289ab3c844e1522614a3e362f5eb4e379.jpg,https://www.bilibili.com/video/av26907833
中国交通事故合集20170602：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,87893,656,10:48,124,2017-06-03 11:23:51,//i1.hdslb.com/bfs/archive/cb8237bcc77842d32faed38930ba146e553b31e5.jpg,https://www.bilibili.com/video/av11032861
中国交通事故合集20170426：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,83472,593,10:43,147,2017-04-27 12:53:43,//i2.hdslb.com/bfs/archive/e153b36a2050e8deb52a1190ae4d822ea063cbf4.jpg,https://www.bilibili.com/video/av10127064
中国交通事故合集20180204：每天10分钟最新国内车祸实例，助你提高安全意识。,79417,486,11:03,140,2018-02-05 11:59:32,//i1.hdslb.com/bfs/archive/02b6c3dc6aaa9349ef5276cacf30938188fadcc2.jpg,https://www.bilibili.com/video/av19161693
中国交通事故20190118：每天最新的车祸实例，助你提高安全意识,126571,812,09:04,197,2019-01-19 11:40:26,//i1.hdslb.com/bfs/archive/1f866c059d9a68b019ee048357d2f33640a117a8.jpg,https://www.bilibili.com/video/av41081715
交通事故合集20180506：每天10分钟国内车祸实例，助你提高安全意识。,72561,471,11:00,99,2018-05-07 10:42:46,//i1.hdslb.com/bfs/archive/ff7dc77bc125879bb22958cc696117fbd20c32e6.jpg,https://www.bilibili.com/video/av23102709
交通事故合集20180903：每天10分钟国内车祸实例，助你提高安全意识。,76412,460,10:38,97,2018-09-04 09:30:23,//i1.hdslb.com/bfs/archive/e13bbb61cad4b43ad5b8660cbf589ce4111681db.jpg,https://www.bilibili.com/video/av31046352
中国交通事故20190522：每天最新的车祸实例，助你提高安全意识,159939,715,08:20,298,2019-05-23 15:00:44,//i2.hdslb.com/bfs/archive/7761f7f98b6b1207b45d549e3d11a822fd62220d.jpg,https://www.bilibili.com/video/av53312718
中国交通事故合集20161219：每天10分钟最新的国内外事故实例，助你提高安全意识。,65373,233,10:30,162,2016-12-25 13:57:42,//i0.hdslb.com/bfs/archive/16d63103eca111c7f82fd6d8664c66fde3259b3a.jpg,https://www.bilibili.com/video/av7690293
中国交通事故20181216：每天最新的车祸实例，助你提高安全意识。,91488,675,08:21,189,2018-12-17 14:00:00,//i2.hdslb.com/bfs/archive/31dddf65ad6ff8e4c844602476fa2c8640d0801d.jpg,https://www.bilibili.com/video/av38345695
"中国路怒合集201811Pro: 打赢坐牢, 打输住院!",251203,987,07:03,429,2018-11-24 15:59:54,//i2.hdslb.com/bfs/archive/46eef37d5021be14d444e36aa88940e183bf2a8a.jpg,https://www.bilibili.com/video/av36646665
交通事故合集20180410：每天10分钟国内车祸实例，助你提高安全意识。,70071,572,11:24,197,2018-04-11 11:38:25,//i1.hdslb.com/bfs/archive/0df54a80142ac73fec1c9545d50f03251b164b18.jpg,https://www.bilibili.com/video/av21938418
交通事故合集20180611：每天10分钟国内车祸实例，助你提高安全意识。,75308,507,10:15,136,2018-06-12 10:00:23,//i0.hdslb.com/bfs/archive/622e4ca4d66c5ae5267b4a94cdcd20cdf990e16e.jpg,https://www.bilibili.com/video/av24720562
中国交通事故合集20170705：每天10分钟最新的国内车祸实例，助你提高安全意识。,98054,739,14:36,132,2017-07-06 12:21:16,//i0.hdslb.com/bfs/archive/dff76f2a9672501b33a30864dc1a15cf1f787dcf.jpg,https://www.bilibili.com/video/av11933938
交通事故合集20180312：每天10分钟最新国内车祸实例，助你提高安全意识。,54753,237,11:18,76,2018-03-13 10:32:59,//i1.hdslb.com/bfs/archive/2ac7b372047ddac889b993230c0b65b564666b7f.jpg,https://www.bilibili.com/video/av20712941
中国交通事故合集20170805：每天10分钟最新的国内车祸实例，助你提高安全意识。,101447,606,11:02,264,2017-08-06 14:45:13,//i1.hdslb.com/bfs/archive/dbce1031b47dbe8ff71005e93ccd9fef5ec82b2b.jpg,https://www.bilibili.com/video/av13020222
交通事故合集20180811：每天10分钟国内车祸实例，助你提高安全意识。,83404,396,10:36,90,2018-08-12 09:30:43,//i0.hdslb.com/bfs/archive/8d53461c111b6974c4e002e8c336cc8c1cf8a672.jpg,https://www.bilibili.com/video/av29115974
中国交通事故合集20170215：每天10分钟最新的国内外事故实例，助你提高安全意识。,79825,482,11:13,117,2017-02-16 12:09:22,//i2.hdslb.com/bfs/archive/5fb6a6d8ed13dbf4f4c30087a276de7d16a683f3.jpg,https://www.bilibili.com/video/av8644648
交通事故合集20180714：每天10分钟国内车祸实例，助你提高安全意识。,75968,573,10:50,141,2018-07-15 10:00:06,//i1.hdslb.com/bfs/archive/ef3c09c0495cc0a35320cba5695abc3a43d09307.jpg,https://www.bilibili.com/video/av26869366
中国交通事故合集20170601：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,90743,513,11:51,188,2017-06-02 14:09:07,//i0.hdslb.com/bfs/archive/8bbab945246726e82a2050eeca898e23c9117112.jpg,https://www.bilibili.com/video/av11011993
中国交通事故合集20170425：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,82944,786,10:08,145,2017-04-26 13:29:31,//i1.hdslb.com/bfs/archive/2c45a02ff175d38fcedacd020dbe7bb3b09dc818.jpg,https://www.bilibili.com/video/av10105220
中国交通事故合集20180203：每天10分钟最新国内车祸实例，助你提高安全意识。,88894,567,11:31,133,2018-02-04 11:50:57,//i1.hdslb.com/bfs/archive/18815f1117ea3ce72959e66c086c923af75202ae.jpg,https://www.bilibili.com/video/av19118257
中国交通事故20190117：每天最新的车祸实例，助你提高安全意识,116134,490,08:50,168,2019-01-18 11:30:09,//i1.hdslb.com/bfs/archive/63776933c3ea69973d00ab2ac447678637ab63ba.jpg,https://www.bilibili.com/video/av41003734
